index,producer->batch_size,producer->linger_ms,broker->num.network.threads,broker->num.io.threads,broker->queued.max.requests,broker->num.partitions,broker->num.replica.fetchers,consumer->fetch_wait_max_ms,consumer->fetch_min_bytes,consumer->batch_interval,topic->partitions,gc_collection_count,gc_collection_time,memory_heap_usage_used,memory_non_heap_usage_used,network_request_FetchConsumer_TotalTimeMs,network_request_FetchFollower_TotalTimeMs,network_request_Fetch_MessageConversionsTimeMs,network_request_Produce_TotalTimeMs,network_socket_FetchConsumer_NetworkProcessorAvgIdlePercent,network_socket_FetchConsumer_RequestHandlerAvgIdlePercent,os_open_fd_count,os_process_cpu_time,server_broker_topics_TotalFetchRequestsPerSec,server_broker_topics_TotalProduceRequestsPerSec,server_broker_topics_AllTopicsBytesIn,server_broker_topics_AllTopicsBytesOut,server_replica_fetcher_MinFetchRate,server_replica_manager_LeaderCount,server_replica_manager_PartitionCount,threading_daemon_thread_count,threading_peak_thread_count,threading_thread_count,latency_min,latency_max,latency_median,latency_mean,latency_std,latency_25th,latency_50th,latency_75th,latency_90th,latency_95th,latency_99th
76,51032,71,23,18,1613,8,8,626,31704,8,10,60188498103071.29,59199470765268.75,378.8,61.35,1.52,94.39,96.11,11.82,0.99,1.0,216.0,293373216.37,0.0,47.3,0.67,1.24,11.32,4.0,10.0,46.0,96.0,96.0,0.5,11.81,5.37,5.38,2.34,3.46,5.37,7.3,8.49,9.06,9.96
77,254681,99,12,9,1316,3,3,343,240499,4,8,57679507697711.87,66106443110888.48,390.07,57.11,1.06,16.98,18.04,8.5,1.0,0.99,186.07,212287035.13,981.12,25.5,0.67,0.76,8.04,3.0,8.0,37.0,72.0,72.0,0.34,6.31,2.82,2.81,1.17,1.84,2.82,3.78,4.35,4.64,5.04
78,68149,19,3,22,785,3,9,462,145903,9,11,62965733025574.25,62324399544138.56,422.71,62.99,0.95,230.91,231.79,38.67,0.98,1.0,194.0,312268782.39,0.0,115.76,0.38,0.59,33.8,3.0,11.0,51.0,84.0,84.0,0.4,13.71,5.82,5.84,2.65,3.66,5.82,8.01,9.35,9.97,11.36
79,23426,58,17,5,1941,9,7,279,62682,9,12,52998756559642.62,52918239867998.44,447.38,67.81,1.3,115.3,116.56,14.42,0.96,0.99,235.0,318100189.22,12777.93,57.55,0.55,0.86,12.6,4.0,12.0,33.0,79.0,79.0,0.41,11.46,5.79,5.81,2.57,3.68,5.79,7.97,9.29,9.86,10.64
80,103154,92,19,3,1418,3,6,135,97252,2,6,63414867433651.26,64155858518722.98,409.15,62.23,1.46,35.41,36.87,8.85,1.0,0.99,215.0,226799929.33,11.69,17.73,0.61,0.75,8.18,2.0,6.0,31.0,75.0,75.0,0.26,4.42,1.58,1.59,0.63,1.09,1.58,2.05,2.37,2.56,3.3
81,201978,91,7,18,3245,9,6,330,64855,6,10,52849424357920.12,50535675351757.23,183.61,64.19,1.01,37.5,38.5,9.38,1.0,1.0,195.0,242392745.56,4874.49,28.08,0.53,0.62,8.24,3.0,10.0,47.0,82.0,82.0,0.42,7.94,3.96,4.0,1.73,2.57,3.96,5.43,6.35,6.77,7.33
82,256936,27,19,1,793,9,5,526,174314,7,14,60593504691972.27,60578569014338.42,369.82,68.73,0.93,281.0,281.9,28.17,1.0,0.93,249.0,330131022.64,17196.85,140.76,0.5,0.65,26.32,5.0,14.0,29.0,78.0,78.0,0.31,8.95,4.4,4.46,2.02,2.78,4.4,6.15,7.22,7.68,8.29
83,207354,15,23,1,2278,8,2,737,109699,3,8,59445900655995.2,59441622450458.7,356.59,55.93,1.01,175.14,176.16,44.19,1.0,0.92,241.0,325707512.54,1009.46,87.94,0.35,0.41,36.55,2.0,8.0,30.0,81.0,81.0,0.23,4.96,2.06,2.07,0.89,1.34,2.06,2.79,3.24,3.46,3.85
84,120140,47,19,19,3521,2,1,979,91293,6,13,59169965877138.24,68130531851688.35,249.63,66.88,0.97,34.61,35.58,17.35,0.97,1.0,212.12,255847436.26,0.0,86.69,0.58,0.64,15.35,5.0,13.0,47.0,89.0,89.0,0.29,8.33,3.98,3.99,1.73,2.58,3.98,5.41,6.32,6.74,7.35
85,29876,9,2,22,983,8,2,939,25151,7,6,64660693577901.84,64949578538331.62,287.14,68.2,0.97,245.99,246.95,62.42,0.96,1.0,164.0,282647053.73,0.0,123.34,0.48,0.73,49.26,2.0,6.0,50.0,77.0,77.0,0.54,8.43,4.4,4.4,1.93,2.78,4.4,6.02,7.02,7.44,8.0
86,97953,22,17,4,4954,1,8,457,206550,6,7,63088674056784.74,64062231488457.52,513.4,60.62,1.01,188.53,189.59,31.54,1.0,0.98,212.06,340761979.59,15897.41,94.55,0.63,0.75,27.25,3.0,7.0,32.0,74.0,74.0,0.43,7.48,3.76,3.8,1.67,2.4,3.76,5.2,6.08,6.46,6.96
87,76860,63,12,2,2507,2,9,531,86651,8,10,56842160139603.45,54954324294159.73,448.69,68.6,1.09,79.04,80.13,13.18,1.0,0.97,220.0,301817444.8,7532.42,39.59,0.51,0.69,11.65,3.0,10.0,31.0,74.0,74.0,0.45,10.11,5.11,5.15,2.3,3.21,5.11,7.08,8.27,8.8,9.48
88,248350,73,7,18,3377,6,1,660,137723,4,5,62867443165724.6,60333807121297.38,300.18,62.01,0.54,21.66,22.2,10.84,1.0,1.0,180.0,194283230.18,1.51,10.83,0.36,0.41,10.0,1.0,5.0,47.0,81.0,81.0,0.48,5.31,2.76,2.75,1.1,1.84,2.76,3.67,4.21,4.49,4.89
89,180007,96,18,20,4091,7,9,651,202011,6,8,58179758269084.52,57172512516701.42,366.67,63.77,0.96,52.35,53.3,8.73,0.97,1.0,232.12,245836980.87,6.69,26.18,0.68,0.8,8.05,3.0,8.0,49.0,97.0,97.0,0.51,7.87,4.09,4.09,1.69,2.71,4.09,5.49,6.35,6.75,7.3
90,138728,59,10,5,3529,8,1,359,126847,2,10,65204358504779.04,53682027868888.2,276.0,64.23,1.57,27.9,29.48,13.96,0.97,0.99,194.0,253584528.46,0.0,41.83,0.47,0.6,12.65,3.0,10.0,34.0,71.0,71.0,0.2,4.63,1.57,1.58,0.66,1.07,1.57,2.05,2.4,2.6,3.36
91,156363,26,1,23,3566,8,2,105,125543,1,13,62689761355813.41,60136003658600.58,378.39,64.48,3.42,115.93,119.35,29.07,0.92,0.99,168.0,315967150.17,9689.69,145.13,0.51,0.71,26.8,5.0,13.0,51.0,77.0,77.0,0.21,4.99,1.43,1.47,0.59,1.04,1.43,1.82,2.15,2.41,3.44
92,213706,30,18,21,831,4,2,323,43690,4,6,65706142434466.13,64728857833009.97,339.35,63.05,0.99,99.81,100.8,25.03,0.96,1.0,212.0,319611607.45,0.0,50.06,0.53,0.6,21.45,2.0,6.0,49.0,92.0,92.0,0.38,5.07,2.65,2.65,1.11,1.72,2.65,3.57,4.14,4.4,4.73
93,59781,13,12,19,3087,3,2,355,24156,1,3,58620595615018.34,64253305530113.28,384.43,59.07,0.82,80.44,81.24,40.33,0.97,1.0,181.06,332839405.69,3286.5,40.32,0.51,0.63,30.79,1.0,3.0,47.0,82.0,82.0,0.36,3.61,1.19,1.21,0.42,0.89,1.19,1.48,1.72,1.9,2.51
94,99242,55,8,15,4979,7,9,191,17774,5,3,50400470590403.5,58636743417377.65,354.77,57.97,0.83,27.65,28.48,13.83,0.97,1.0,181.07,211663299.99,2071.26,13.84,0.61,0.71,12.26,1.0,3.0,44.0,79.0,79.0,0.96,6.35,3.45,3.45,1.27,2.39,3.45,4.5,5.1,5.46,6.01
95,49181,89,9,13,1831,5,4,887,235327,4,12,63435150437237.86,58642355851613.57,307.99,63.14,1.17,77.17,78.34,9.65,1.0,0.99,211.07,285756104.78,5.17,38.56,0.56,0.7,8.77,4.0,12.0,41.0,79.0,79.0,0.27,5.76,2.79,2.78,1.18,1.8,2.79,3.76,4.36,4.65,5.06
96,180549,3,20,7,4105,4,8,788,112757,1,7,63317795274349.95,53633475967458.65,369.45,62.26,1.88,594.89,596.72,163.48,0.99,0.98,235.13,465282171.02,13288.55,298.85,0.24,0.33,118.23,2.0,7.0,36.0,86.0,86.0,0.23,3.89,1.07,1.1,0.43,0.79,1.07,1.34,1.57,1.79,2.63
97,252411,1,20,17,2380,4,2,389,153165,2,11,66659197866521.54,66955784725730.48,266.43,65.5,1.99,894.21,896.19,319.31,0.97,0.99,223.0,593195350.42,71104.14,552.36,0.21,0.24,122.23,4.0,11.0,45.0,90.0,90.0,0.13,4.23,1.44,1.43,0.63,0.93,1.44,1.92,2.21,2.35,2.94
98,16749,77,2,20,1868,9,4,418,31998,5,13,61992657060915.67,65428449706618.87,498.71,62.86,1.17,90.99,92.16,11.39,0.98,1.0,191.0,297942921.29,0.0,56.91,0.63,0.72,10.47,5.0,13.0,48.0,79.0,79.0,0.3,7.06,3.42,3.43,1.44,2.25,3.42,4.61,5.36,5.71,6.21
99,149272,67,17,17,3573,8,5,239,184844,1,7,57568933782752.9,60837530094429.4,477.88,63.51,2.1,71.83,73.92,11.98,1.0,0.99,212.13,281229055.98,1110.12,35.94,0.72,1.0,11.15,3.0,7.0,45.0,87.0,87.0,0.3,4.36,1.42,1.45,0.53,1.04,1.42,1.78,2.09,2.32,3.04
100,207938,76,11,20,366,8,7,109,165433,1,10,56929796678603.49,51927592305248.67,303.85,54.94,2.04,65.99,68.03,11.01,1.0,1.0,209.07,312527984.76,13.05,33.03,0.49,0.62,10.07,3.0,10.0,48.0,87.0,87.0,0.31,4.74,1.51,1.55,0.59,1.11,1.51,1.92,2.27,2.5,3.3
101,122295,54,10,15,2044,5,3,698,125711,3,7,55000767078174.91,57271777554199.25,352.22,56.12,1.02,29.45,30.47,14.74,0.96,1.0,191.0,236020374.78,11.1,29.46,0.48,0.56,13.35,2.0,7.0,44.0,81.0,81.0,0.31,4.55,2.1,2.1,0.86,1.39,2.1,2.81,3.25,3.45,3.77
102,150069,79,6,10,1996,8,3,261,92234,4,10,63814911233135.92,58839153624332.13,243.63,67.47,1.22,21.22,22.44,10.62,1.0,0.99,182.0,221258859.41,4.43,31.86,0.51,0.57,9.75,3.0,10.0,39.0,72.0,72.0,0.29,5.57,2.81,2.8,1.16,1.85,2.81,3.75,4.34,4.62,5.02
103,160118,33,4,6,2754,7,3,864,113265,3,5,60460305326789.92,62982752010400.23,236.85,66.29,1.32,43.73,45.05,21.87,0.99,0.99,159.0,263494434.32,6.01,43.73,0.65,0.76,19.15,2.0,5.0,34.0,61.0,61.0,0.36,4.44,2.06,2.06,0.85,1.35,2.06,2.76,3.18,3.39,3.71
104,243474,59,15,5,3288,8,9,369,116178,2,13,60557039505983.18,56867525657567.32,256.61,55.07,2.63,84.96,87.59,14.17,1.0,0.99,220.0,301783275.74,3808.92,70.8,0.59,0.72,12.67,5.0,13.0,33.73,76.0,75.73,0.19,4.98,1.59,1.61,0.68,1.09,1.59,2.09,2.45,2.66,3.5
105,41776,24,14,23,4310,7,1,295,228421,2,3,55224316516988.72,59282020527556.61,298.08,62.13,1.03,52.04,53.07,26.04,0.96,1.0,187.06,258321451.37,4152.79,26.06,0.53,0.62,21.8,1.0,3.0,51.0,88.0,88.0,0.38,4.88,1.48,1.5,0.64,1.01,1.48,1.92,2.2,2.44,3.67
106,219193,25,22,1,1334,5,5,791,190999,7,11,60491452455515.06,63543463227213.01,346.49,58.76,1.11,239.81,241.07,30.03,1.0,0.93,245.0,332177834.32,23709.25,120.06,0.53,0.71,25.77,4.0,11.0,29.0,79.0,79.0,0.34,10.41,4.62,4.63,2.05,2.95,4.62,6.3,7.35,7.82,8.63
107,232074,54,12,22,4965,7,5,5,65569,4,12,46528289940307.63,53083194022314.06,351.12,56.2,1.49,121.05,122.54,15.19,1.0,1.0,216.53,308719101.1,16.09,60.76,0.53,0.61,13.59,4.0,12.0,51.0,95.0,95.0,0.25,5.49,2.74,2.75,1.17,1.79,2.74,3.71,4.31,4.6,4.99
108,175601,63,14,6,2178,8,1,397,112410,4,13,56604408978173.09,53481578003671.52,242.54,59.51,1.24,26.58,27.82,13.33,0.93,0.93,195.13,223062201.71,7.14,53.33,0.5,0.62,11.96,4.0,13.0,32.67,70.93,70.93,0.26,7.32,2.83,2.84,1.23,1.83,2.83,3.82,4.44,4.76,5.5
109,71526,6,19,12,3770,1,8,602,231626,8,4,63104809410679.45,60255711968735.2,287.39,68.98,0.79,152.44,153.3,76.45,1.0,0.99,219.0,360249849.18,5351.71,76.44,0.37,0.64,57.07,1.0,4.0,41.0,88.0,88.0,0.85,9.56,5.0,5.05,2.15,3.24,5.0,6.89,7.96,8.43,8.97
110,72136,14,19,1,2738,9,5,820,17383,3,11,58752643665063.77,55359825273742.38,389.78,65.31,1.34,383.49,384.83,48.56,1.0,0.91,236.0,326908437.16,8158.4,192.13,0.48,0.57,43.61,4.0,11.0,29.0,76.0,76.0,0.2,5.99,2.1,2.12,0.94,1.35,2.1,2.84,3.31,3.56,4.43
111,127308,30,15,3,1879,9,8,347,253694,6,5,41045799940379.71,31255771372485.81,298.84,46.69,1.08,95.9,96.98,24.0,1.0,0.98,180.0,264107821.33,3601.53,48.04,0.65,0.82,20.66,2.0,5.0,32.0,75.0,75.0,0.6,7.69,3.89,3.91,1.64,2.54,3.89,5.29,6.11,6.51,7.05
112,161020,54,15,15,3668,1,8,834,181950,3,9,53489950942026.95,51670013085653.77,410.11,58.13,1.06,89.8,90.86,15.0,1.0,0.99,200.57,272994105.52,19.72,45.0,0.54,0.63,13.62,3.0,9.0,43.0,85.0,85.0,0.25,4.62,2.12,2.12,0.88,1.39,2.12,2.83,3.29,3.5,3.82
113,134966,61,1,23,2033,3,3,822,78812,9,7,67289503191573.48,65092513746703.2,305.38,65.26,0.86,26.14,27.05,13.09,0.97,1.0,152.18,224983301.69,1519.12,26.17,0.5,0.75,11.87,2.0,7.0,51.0,76.0,76.0,0.69,11.64,5.87,5.87,2.52,3.78,5.87,7.97,9.23,9.82,10.64
114,21358,43,20,14,2917,6,1,419,36090,4,10,57455419840336.28,51678237460248.66,370.54,63.19,0.94,36.7,37.64,18.44,1.0,0.99,212.0,266146972.11,3883.61,55.36,0.47,0.56,16.63,3.0,10.0,42.0,85.0,85.0,0.29,5.35,2.72,2.71,1.16,1.75,2.72,3.68,4.26,4.52,4.89
115,29353,51,19,6,3314,2,9,47,220712,6,5,56835726007503.96,61886773144257.23,427.66,68.5,1.08,63.8,64.88,15.97,1.0,0.99,222.14,295187340.84,2915.75,31.93,0.67,0.91,14.69,2.0,5.0,35.0,82.0,82.0,0.6,7.79,3.99,3.98,1.63,2.65,3.99,5.35,6.15,6.55,7.11
116,134431,7,12,8,4249,5,6,944,98145,3,3,55687361418068.98,56073567967451.04,522.21,50.61,0.67,125.17,125.84,62.88,1.0,0.99,181.27,331610392.99,2235.76,62.9,0.49,0.55,45.53,1.0,3.0,36.0,72.0,72.0,0.43,5.84,2.06,2.07,0.86,1.36,2.06,2.74,3.13,3.4,4.3
117,250527,59,16,17,2679,3,5,309,228830,8,7,56781203450725.85,46460289859144.31,332.84,56.36,1.31,80.72,82.01,13.48,1.0,0.99,209.0,292833678.27,9155.17,40.43,0.75,1.08,12.57,3.0,7.0,45.0,87.0,87.0,0.62,11.24,5.4,5.38,2.26,3.52,5.4,7.25,8.36,8.89,9.73
118,171874,48,11,23,174,5,4,713,180241,4,10,61695584585985.22,55589708505948.25,319.41,60.61,1.1,134.63,135.72,16.87,1.0,1.0,219.2,320768452.53,17.32,67.53,0.64,0.73,15.06,4.0,10.0,52.0,94.0,94.0,0.26,5.45,2.72,2.72,1.15,1.77,2.72,3.67,4.27,4.55,4.94
119,211619,32,2,3,1997,3,2,9,181411,9,3,63131166057919.0,49154537479640.61,364.27,65.92,1.05,43.21,44.26,21.62,0.96,0.98,151.1,253337854.53,2428.7,21.69,0.56,1.0,17.56,1.0,3.0,31.0,57.0,57.0,1.38,10.76,5.76,5.8,2.34,3.8,5.76,7.81,8.9,9.35,10.36
120,87125,96,11,7,4068,7,9,252,143295,5,9,51845468513131.98,62532388029201.5,355.78,50.2,1.22,52.43,53.65,8.76,0.97,0.99,204.0,251102226.59,12.71,26.27,0.59,0.72,8.09,3.0,9.0,35.0,73.0,73.0,0.39,7.01,3.38,3.41,1.42,2.25,3.38,4.57,5.33,5.69,6.19
121,216786,40,9,8,2345,7,4,502,159108,4,10,60882941553681.36,63990221419825.21,412.6,65.78,1.3,118.11,119.41,19.71,1.0,0.99,215.07,298624604.4,6710.89,59.15,0.47,0.55,17.38,3.0,10.0,37.0,78.0,78.0,0.27,5.55,2.73,2.72,1.16,1.75,2.73,3.69,4.27,4.54,4.92
122,185003,77,12,5,131,5,4,852,58991,1,10,59529648561585.85,59398242296836.86,240.17,63.95,2.04,65.08,67.12,10.85,1.0,0.99,212.0,295779749.34,11672.51,32.54,0.49,0.62,9.84,3.0,10.0,33.0,73.0,73.0,0.27,4.46,1.5,1.53,0.57,1.1,1.5,1.9,2.24,2.47,3.23
123,253606,51,7,12,4098,9,2,351,160017,2,6,64902660054090.09,61623662442416.22,395.57,60.66,1.45,61.21,62.66,15.31,1.0,0.99,191.06,294892939.49,0.0,30.61,0.56,0.64,13.97,2.0,6.0,41.0,77.0,77.0,0.27,4.43,1.52,1.53,0.62,1.04,1.52,1.98,2.3,2.47,3.18
124,75557,54,20,4,237,6,6,256,96905,1,11,60216363660520.59,61941106846326.14,344.8,59.25,1.97,60.32,62.29,15.09,1.0,0.99,223.0,292850541.64,12718.2,45.26,0.43,0.54,13.79,3.0,11.0,32.0,77.0,77.0,0.3,4.94,1.52,1.56,0.61,1.11,1.52,1.93,2.29,2.6,3.42
125,56439,27,7,4,2182,5,9,234,203309,2,3,66413181056917.72,53633148503333.91,216.02,59.16,0.99,49.53,50.52,24.86,1.0,0.99,178.07,274612488.08,2255.0,24.86,0.54,0.62,18.87,1.0,3.0,33.0,67.0,67.0,0.38,4.04,1.48,1.48,0.57,1.02,1.48,1.91,2.18,2.38,2.98
126,52268,23,3,6,554,4,1,617,95357,3,9,67904116693652.88,49837263047592.2,387.93,59.7,1.02,63.55,64.56,31.86,0.99,0.99,172.0,304823905.31,4561.13,95.57,0.49,0.57,26.16,3.0,9.0,35.0,65.0,65.0,0.24,4.31,2.07,2.07,0.87,1.34,2.07,2.79,3.23,3.44,3.74
127,242279,11,1,14,2760,6,6,644,11620,3,14,50772630768490.8,54960842024767.34,305.16,66.7,1.64,255.48,257.13,64.23,0.9,0.99,181.0,359589538.68,7658.18,315.39,0.42,0.46,56.0,5.0,14.0,43.0,72.0,72.0,0.17,4.75,2.02,2.03,0.89,1.28,2.02,2.77,3.22,3.43,3.74
128,191159,82,17,20,3274,5,9,103,211720,9,6,59150340895325.85,59048161158759.9,213.37,60.75,1.12,39.59,40.71,9.9,1.0,1.0,209.0,245467278.41,6.49,19.78,0.63,0.97,8.74,2.0,6.0,48.0,90.0,90.0,0.85,11.28,5.89,5.92,2.49,3.85,5.89,8.01,9.25,9.86,10.66
129,221920,58,9,18,3075,4,2,905,88372,5,5,65950799307570.03,66055140010092.4,255.93,62.85,0.99,52.58,53.57,13.17,0.97,1.0,180.12,267013179.4,3975.35,26.31,0.72,0.83,12.11,2.0,5.0,46.0,79.0,79.0,0.59,6.53,3.38,3.37,1.37,2.24,3.38,4.51,5.18,5.52,6.01
130,251801,31,9,3,1175,3,8,952,144979,6,14,62959615539325.65,71093121085759.89,289.54,66.13,1.03,202.87,203.9,25.47,1.0,0.97,233.0,317707186.77,1272.93,101.86,0.42,0.48,22.26,4.0,14.0,32.0,75.0,75.0,0.26,7.95,3.98,3.96,1.74,2.53,3.98,5.42,6.3,6.69,7.22
131,79210,78,1,14,450,1,1,164,70683,2,6,59538667683374.68,57600211315947.02,304.3,55.95,1.0,20.73,21.72,10.36,0.91,0.92,140.36,201807301.71,6.39,20.74,0.61,0.73,9.68,2.0,6.0,39.0,61.29,61.29,0.27,4.63,1.57,1.59,0.66,1.08,1.57,2.04,2.37,2.58,3.61
132,176821,63,9,9,4072,1,9,148,91656,2,4,67577991435140.4,60049788873561.21,387.62,62.99,1.68,47.26,48.88,11.81,1.0,0.99,187.07,227342498.04,4312.06,23.62,0.93,1.1,11.15,2.0,4.0,38.0,73.0,73.0,0.37,3.91,1.54,1.54,0.58,1.08,1.54,1.98,2.27,2.43,2.93
133,130433,41,23,17,1271,3,5,353,67471,8,3,63816081709923.51,68328670712628.3,263.87,67.11,0.95,36.16,37.11,18.1,0.95,1.0,226.0,227158329.89,2044.51,18.1,0.57,0.88,15.75,1.0,3.0,46.0,96.0,96.0,1.35,9.65,5.24,5.27,2.04,3.57,5.24,6.99,7.96,8.45,9.31
134,214145,63,8,3,3843,5,4,597,212432,1,12,60400612359225.35,57490448330663.26,467.01,67.9,2.63,105.53,108.21,13.2,1.0,0.98,208.07,312935488.69,13542.65,52.86,0.53,0.76,12.03,4.0,12.0,31.0,68.0,68.0,0.27,4.6,1.51,1.55,0.59,1.11,1.51,1.92,2.27,2.55,3.28
135,235169,28,5,6,4553,1,7,741,218728,1,13,58071569474293.84,64159667650852.71,499.24,60.24,3.3,270.99,274.44,27.22,0.99,0.99,202.0,340081811.15,18.27,136.03,0.53,0.71,24.39,5.0,13.0,34.0,68.0,68.0,0.24,4.97,1.48,1.53,0.61,1.08,1.48,1.89,2.25,2.55,3.49
136,17246,60,7,14,1573,1,7,33,18612,5,3,55787352763436.01,62757884390468.29,259.67,57.64,0.58,63.66,64.23,31.89,1.0,1.0,166.07,322387252.18,6636.12,31.87,0.52,0.56,28.48,1.0,3.0,42.0,73.0,73.0,0.77,6.46,3.27,3.27,1.31,2.17,3.27,4.37,5.0,5.27,5.81
137,174026,77,5,9,2632,1,3,878,131743,8,9,54048346423545.83,67176305467627.81,594.38,56.59,0.91,21.83,22.74,10.91,1.0,0.99,166.0,233302966.05,0.0,32.69,0.59,0.85,10.05,3.0,9.0,37.0,65.0,65.0,0.56,10.77,5.45,5.43,2.28,3.58,5.45,7.32,8.47,9.0,9.75
138,260416,65,13,3,4521,3,1,0,206830,6,10,65104361689269.24,62303734334225.98,244.06,53.89,1.01,25.34,26.35,12.72,1.0,0.98,191.0,229251670.63,11151.52,38.17,0.5,0.64,11.89,3.0,10.0,31.0,67.0,67.0,0.4,7.99,3.99,3.99,1.71,2.6,3.99,5.41,6.28,6.68,7.24
139,28597,81,20,9,633,9,8,938,90634,9,7,58365682483293.78,63511530091525.08,188.65,60.67,0.88,44.34,45.28,11.1,0.96,0.99,223.0,256266912.81,6200.01,22.23,0.48,0.72,9.9,2.0,7.0,37.0,84.0,84.0,0.66,12.32,5.89,5.9,2.54,3.79,5.89,8.01,9.28,9.87,10.76
140,129873,38,20,12,1145,1,1,211,108670,4,4,60325565789384.08,64390112625083.45,290.32,63.37,0.58,36.82,37.4,18.53,0.97,0.99,218.0,230420684.62,2254.88,18.53,0.42,0.47,16.73,1.0,4.0,41.0,88.0,88.0,0.45,4.99,2.74,2.71,1.07,1.82,2.74,3.62,4.13,4.37,4.67
141,85823,72,6,12,4611,4,6,620,55642,2,4,56192711303597.66,53659366798921.66,232.19,65.76,1.73,42.48,44.21,10.62,1.0,1.0,166.0,223170651.09,0.0,21.22,0.94,1.11,9.63,2.0,4.0,40.0,69.0,69.0,0.36,4.3,1.54,1.55,0.6,1.07,1.54,1.98,2.29,2.45,3.2
142,27005,85,17,8,2530,1,9,925,186225,6,3,62514891470380.56,65695864840815.54,256.56,67.01,0.8,41.85,42.65,20.98,0.97,0.99,208.0,243948784.72,2644.58,20.98,0.54,0.71,18.72,1.0,3.0,37.0,81.0,81.0,0.89,7.28,3.88,3.89,1.58,2.55,3.88,5.25,5.98,6.29,6.95
143,67265,21,14,21,2061,6,1,546,16415,8,9,58615620461647.03,60517945602887.38,258.14,50.66,0.97,68.47,69.48,34.39,0.96,0.99,193.0,336956655.1,34584.25,103.11,0.48,0.73,29.94,3.0,9.0,49.0,86.0,86.0,0.44,9.92,4.98,5.01,2.24,3.14,4.98,6.87,8.07,8.57,9.26
144,62091,77,2,11,560,1,2,277,160301,4,11,48940524484794.02,54938889496439.33,531.13,49.3,1.15,43.49,44.63,10.88,0.99,0.99,169.0,258898814.46,2488.85,43.52,0.61,0.71,10.49,4.0,11.0,39.0,66.0,66.0,0.27,5.78,2.81,2.81,1.17,1.84,2.81,3.77,4.37,4.67,5.08
145,127998,97,5,20,1670,3,1,129,245681,2,14,58949062639670.53,68544789796376.23,357.2,59.18,2.66,17.87,20.53,8.95,0.96,0.99,183.0,236576513.85,12.88,44.7,0.58,0.78,8.11,5.0,14.0,49.33,81.33,81.33,0.18,5.59,1.67,1.72,0.77,1.15,1.67,2.17,2.57,2.96,4.36
146,199334,2,2,6,1138,5,4,381,227721,7,6,56259499181993.93,56770946337227.62,388.9,58.7,0.34,889.45,890.09,263.82,0.92,0.98,176.0,529090789.23,28197.16,447.72,0.22,0.29,171.08,2.0,6.0,35.0,66.0,66.0,0.28,7.94,4.27,4.16,2.0,2.44,4.27,5.9,6.82,7.13,7.52
147,20717,71,2,10,3108,9,2,366,255447,9,10,52131825901229.74,49501439292241.05,285.73,60.54,1.51,47.61,49.12,11.9,0.94,0.99,168.0,285572569.79,28.19,47.59,0.64,1.29,10.8,4.0,10.0,38.0,65.0,65.0,0.5,11.32,5.82,5.83,2.57,3.7,5.82,7.98,9.29,9.87,10.64
148,260117,57,15,9,4540,8,3,851,194777,9,7,66115894938332.12,66302457657735.88,203.15,53.66,0.88,27.7,28.61,13.91,1.0,0.99,194.09,244242722.95,0.0,27.79,0.5,0.76,11.85,2.0,7.0,37.0,76.0,76.0,0.66,11.33,5.82,5.83,2.53,3.71,5.82,7.96,9.21,9.78,10.57
149,33230,97,9,19,1818,2,9,449,97581,6,3,48604160226490.13,55828003400376.01,306.37,52.38,0.71,33.98,34.69,17.07,0.96,1.0,172.14,226081863.55,1205.55,17.08,0.54,0.64,15.48,1.0,3.0,47.0,80.0,80.0,0.89,7.32,3.96,3.94,1.57,2.63,3.96,5.27,5.99,6.32,6.95
150,89953,56,10,3,234,2,9,138,124652,2,10,57727080649691.34,53959255155185.22,458.62,63.73,1.54,87.84,89.38,14.68,1.0,0.98,202.0,304023439.31,11.81,44.08,0.49,0.6,13.22,3.0,10.0,31.0,68.0,68.0,0.19,4.75,1.57,1.59,0.69,1.06,1.57,2.06,2.41,2.63,3.69
151,174234,10,16,5,303,4,8,185,163849,5,5,61144389575716.02,62307500119246.01,246.39,65.36,0.85,214.04,214.9,54.11,1.0,0.98,213.0,362402732.14,12453.23,107.33,0.59,0.65,42.3,2.0,5.0,34.0,78.0,78.0,0.48,6.44,3.19,3.22,1.37,2.07,3.19,4.37,5.08,5.4,5.85
152,151657,38,14,6,4676,2,3,937,6801,1,10,48558455239596.47,59385627568845.41,455.1,49.66,2.1,41.22,43.31,20.68,0.99,0.99,194.07,271743116.42,10626.54,61.96,0.44,0.63,17.89,3.0,10.0,34.0,72.0,72.0,0.27,4.74,1.38,1.43,0.58,1.01,1.38,1.76,2.08,2.37,3.41
153,109046,36,17,3,3836,3,5,946,139557,1,3,56401773233726.6,59882129321782.75,292.13,63.05,0.83,39.57,40.39,19.83,1.0,0.99,208.0,250240307.97,2.56,19.82,0.53,0.65,16.33,1.0,3.0,32.0,76.0,76.0,0.4,3.41,1.21,1.23,0.41,0.92,1.21,1.49,1.73,1.89,2.4
154,129231,73,22,8,2771,6,3,686,258627,5,4,59460332208905.03,58816193673638.46,372.51,57.64,1.21,20.81,22.02,10.41,0.96,0.99,212.0,210181668.95,7.95,20.82,0.93,1.1,9.83,2.0,4.0,36.0,82.0,82.0,0.74,6.4,3.44,3.44,1.31,2.36,3.44,4.52,5.17,5.52,5.89
